,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Close-Approach (CA) Date,CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,Rarity,PHA
2944,2006 TA8,Apollo Asteroid (Hazard),54025.0,2.9648,0.6914,21.6888,217.9819,208.031,354.2744,0.9151,5.01,5.11,0.0052,13.0,20.9,2006-Oct-18 09:30 ± < 00:01,0.04507,0.04453,18.21,18.2,20.9,0.39,1.0,True
2978,2007 AC2,Apollo Asteroid (Hazard),57800.0,2.4176,0.7433,9.5071,90.9712,294.5454,258.602,0.6207,4.21,3.76,0.0172,15.0,21.8,2007-Jan-05 22:42 ± < 00:01,0.04611,0.04606,20.35,20.35,21.8,0.26,1.0,True
2989,2007 BD7,Apollo Asteroid (Hazard),57800.0,1.5624,0.4982,4.849,219.865,343.618,25.2697,0.784,2.34,1.95,0.0377,21.0,21.1,2007-Feb-08 14:45 ± < 00:01,0.04371,0.04353,12.71,12.7,21.1,0.36,1.0,True
3027,2007 GQ3,Apollo Asteroid (Hazard),57800.0,1.8057,0.4503,10.196,209.6085,34.5209,4.9601,0.9927,2.62,2.43,0.021,22.0,22.0,2007-May-04 03:06 ± < 00:01,0.03279,0.03272,8.97,8.97,22.0,0.24,1.0,True
3042,2007 DT103,Apollo Asteroid (Hazard),57800.0,2.2064,0.5752,5.4535,134.0893,137.0339,337.1349,0.9372,3.48,3.28,0.013,73.0,19.2,2007-Jul-29 14:07 ± < 00:01,0.0238,0.0238,10.75,10.74,19.2,0.86,2.0,True
3131,2008 AX1,Apollo Asteroid (Hazard),57800.0,1.5466,0.4764,12.9074,126.4203,263.2895,293.3786,0.8098,2.28,1.92,0.03,16.0,21.5,2007-Dec-25 01:03 ± < 00:01,0.04681,0.04681,14.76,14.75,21.5,0.3,1.0,True
3140,2007 TU24,Apollo Asteroid (Hazard),57800.0,2.0431,0.5342,5.6227,334.2624,127.0361,42.9513,0.9516,3.13,2.92,0.0006,80.0,20.3,2008-Jan-29 08:35 ± < 00:01,0.0037,0.0037,9.25,9.17,20.3,0.52,3.0,True
3156,2008 DJ,Apollo Asteroid (Hazard),57800.0,1.9832,0.6034,5.0506,117.8557,319.2194,96.2315,0.7866,3.18,2.79,0.0005,24.0,20.4,2008-Feb-13 08:13 ± < 00:01,0.04988,0.04988,16.19,16.19,20.6,0.45,1.0,True
3165,2008 FW5,Apollo Asteroid (Hazard),57800.0,2.1375,0.5456,13.4794,359.6577,160.7172,312.298,0.9713,3.3,3.13,0.0196,17.0,21.5,2008-Feb-23 07:02 ±    00:06,0.03574,0.03573,10.9,10.89,21.5,0.3,1.0,True
3168,2002 TD66,Apollo Asteroid (Hazard),57800.0,1.8579,0.5341,4.921,125.6536,335.7255,210.7467,0.8656,2.85,2.53,0.0061,61.0,20.2,2008-Feb-26 04:05 ± < 00:01,0.04282,0.04282,12.89,12.88,20.5,0.48,1.0,True
3221,2008 DE,Apollo Asteroid (Hazard),57800.0,1.7151,0.4139,14.7578,179.1359,55.957,324.5488,1.0052,2.43,2.25,0.0059,52.0,19.5,2008-May-09 20:12 ± < 00:01,0.04316,0.04316,10.31,10.3,19.6,0.7,1.0,True
3238,2008 PJ9,Apollo Asteroid (Hazard),57800.0,2.5499,0.6608,4.7674,135.0133,115.3425,48.1363,0.865,4.23,4.07,0.0087,14.0,21.9,2008-Jul-19 04:41 ±    00:05,0.04357,0.04351,13.43,13.43,21.9,0.25,1.0,True
3241,2005 RC34,Apollo Asteroid (Hazard),57800.0,2.0614,0.5128,10.7657,36.1466,290.9678,314.9956,1.0043,3.12,2.96,0.0409,55.0,19.7,2008-Jul-21 13:42 ± < 00:01,0.03741,0.03741,10.1,10.09,19.7,0.68,1.0,True
3243,2008 OX1,Apollo Asteroid (Hazard),57800.0,1.2063,0.2775,29.7375,281.3143,304.8555,215.1009,0.8716,1.54,1.33,0.0363,25.0,21.6,2008-Jul-24 20:23 ± < 00:01,0.04885,0.04884,16.68,16.68,21.5,0.3,1.0,True
3253,2008 RV,Apollo Asteroid (Hazard),57800.0,2.2685,0.5641,2.2809,192.3618,119.9282,176.1226,0.9889,3.55,3.42,0.0066,21.0,21.7,2008-Aug-31 14:48 ± < 00:01,0.03891,0.0389,9.5,9.49,21.7,0.27,1.0,True
3256,2008 SR1,Apollo Asteroid (Hazard),57800.0,2.3723,0.6501,16.874,116.7598,178.0744,118.0578,0.8301,3.91,3.65,0.0303,23.0,20.3,2008-Sep-16 20:47 ± < 00:01,0.03988,0.03988,18.07,18.07,20.3,0.51,1.0,True
3261,2008 SC,Apollo Asteroid (Hazard),54730.0,1.0915,0.7019,16.8179,122.533,6.8726,313.4967,0.3254,1.86,1.14,0.0344,7.0,21.7,2008-Sep-24 13:38 ± < 00:01,0.04664,0.04617,22.89,22.89,21.7,0.27,1.0,True
3263,2008 SY148,Apollo Asteroid (Hazard),54741.0,1.2498,0.1931,28.7531,164.3159,187.2845,13.4314,1.0085,1.49,1.4,0.0131,8.0,21.8,2008-Sep-28 03:46 ± < 00:01,0.04371,0.04284,15.58,15.58,21.8,0.26,1.0,True
3270,2008 QS11,Apollo Asteroid (Hazard),57800.0,1.8614,0.4823,12.4985,30.6066,11.5746,97.7215,0.9637,2.76,2.54,0.0084,53.0,19.9,2008-Oct-02 02:43 ± < 00:01,0.02768,0.02768,11.01,11.0,19.9,0.459,2.0,True
3318,2008 XM1,Apollo Asteroid (Hazard),57800.0,2.3679,0.7827,4.9945,276.2733,259.7521,75.7067,0.5147,4.22,3.64,0.0019,16.0,22.0,2008-Dec-13 14:53 ± < 00:01,0.0486,0.0486,23.22,23.22,22.0,0.24,1.0,True
3319,2008 UE7,Apollo Asteroid (Hazard),57800.0,1.6486,0.4479,3.9508,48.6954,81.1987,293.968,0.9101,2.39,2.12,0.0092,56.0,20.4,2008-Dec-13 22:54 ± < 00:01,0.04377,0.04377,10.37,10.37,20.4,0.49,1.0,True
3320,2008 YF,Apollo Asteroid (Hazard),57800.0,1.6278,0.4383,21.9713,321.0524,86.9891,350.3571,0.9144,2.34,2.08,0.0023,14.0,20.9,2008-Dec-15 06:01 ± < 00:01,0.04707,0.04702,14.43,14.43,20.9,0.39,1.0,True
3347,2006 AS2,Apollo Asteroid (Hazard),57800.0,2.0936,0.6391,2.5931,79.5551,125.9949,218.6736,0.7557,3.43,3.03,0.0101,70.0,20.4,2009-Feb-10 13:34 ± < 00:01,0.02353,0.02353,15.57,15.56,20.4,0.5,2.0,True
3365,2009 BD81,Apollo Asteroid (Hazard),54870.0,2.5911,0.6392,12.4615,190.5352,344.3787,352.5756,0.9349,4.25,4.17,0.0456,13.0,20.7,2009-Feb-27 23:01 ± < 00:01,0.04597,0.04566,12.34,12.33,20.7,0.43,1.0,True
3384,2008 WN2,Apollo Asteroid (Hazard),57800.0,1.418,0.3119,3.7472,283.2996,227.1611,261.5671,0.9757,1.86,1.69,0.0487,58.0,20.7,2009-Mar-23 18:13 ± < 00:01,0.04864,0.04864,5.38,5.37,20.8,0.41,1.0,True
3404,2009 JR,Apollo Asteroid (Hazard),57800.0,1.73,0.4894,8.3974,295.0026,225.5417,173.0318,0.8834,2.58,2.28,0.0323,23.0,21.4,2009-Apr-27 17:29 ± < 00:01,0.04708,0.04708,12.4,12.39,21.4,0.31,1.0,True
3410,2009 KD3,Apollo Asteroid (Hazard),54977.0,2.171,0.6761,7.9358,116.2317,39.2943,17.8646,0.7031,3.64,3.2,0.028,8.0,21.4,2009-May-13 05:11 ±    00:08,0.04059,0.03992,19.06,19.05,21.4,0.31,1.0,True
3427,2009 QS,Apollo Asteroid (Hazard),57800.0,2.112,0.5945,8.2176,287.2911,326.4016,177.7496,0.8564,3.37,3.07,0.0432,19.0,22.0,2009-Aug-05 04:04 ±    00:01,0.04702,0.04699,15.02,15.02,22.0,0.24,1.0,True
3436,2009 KC3,Apollo Asteroid (Hazard),57800.0,3.2077,0.6986,10.0077,337.2466,340.0983,111.0676,0.9669,5.45,5.75,0.0062,94.0,18.0,2009-Aug-24 13:04 ± < 00:01,0.04886,0.04886,11.81,11.81,18.1,2.641,2.0,True
3443,2009 SN,Apollo Asteroid (Hazard),55093.0,1.425,0.3205,26.4141,37.8097,344.6685,346.214,0.9682,1.88,1.7,0.0119,9.0,21.7,2009-Sep-10 05:27 ±    00:03,0.04562,0.04408,15.13,15.12,21.7,0.27,1.0,True
3468,2009 UQ,Apollo Asteroid (Hazard),57800.0,1.7852,0.5344,14.5036,306.0087,8.7481,47.7413,0.8311,2.74,2.39,0.0172,12.0,21.7,2009-Oct-07 04:50 ±    00:03,0.02846,0.02842,15.9,15.89,21.7,0.27,1.0,True
3485,2011 JD1,Apollo Asteroid (Hazard),57800.0,1.1115,0.3575,21.9365,85.6268,34.2807,36.6582,0.7142,1.51,1.17,0.0067,14.0,21.7,2009-Oct-25 16:39 ± 1_15:28,0.04812,0.03603,14.86,14.86,21.7,0.27,1.0,True
3492,2009 VW,Apollo Asteroid (Hazard),57800.0,1.4396,0.5624,7.159,256.0597,54.4447,108.9871,0.6299,2.25,1.73,0.0278,23.0,21.6,2009-Nov-02 11:41 ± < 00:01,0.04458,0.04458,16.68,16.68,21.6,0.28,1.0,True
3588,2005 YU55,Apollo Asteroid (Hazard),57800.0,1.1571,0.4305,0.3404,273.5791,35.9279,131.9252,0.659,1.66,1.24,0.0005,124.0,21.9,2010-Apr-19 12:21 ± < 00:01,0.01519,0.01519,13.12,13.11,21.9,0.4,2.0,True
3595,2010 JE88,Apollo Asteroid (Hazard),57800.0,2.1092,0.7638,10.7898,258.1731,226.541,91.967,0.4981,3.72,3.06,0.0068,14.0,21.5,2010-May-06 12:12 ±    00:02,0.02549,0.02546,24.85,24.85,21.5,0.3,1.0,True
3603,2010 FC81,Apollo Asteroid (Hazard),57800.0,2.679,0.6235,1.6826,63.6521,144.3287,200.209,1.0087,4.35,4.39,0.0263,33.0,21.8,2010-May-18 03:55 ± < 00:01,0.04689,0.04689,10.12,10.11,21.8,0.40800000000000003,1.0,True
3609,2010 JV34,Apollo Asteroid (Hazard),57800.0,1.7228,0.5439,7.2108,86.9868,225.3734,331.0624,0.7858,2.66,2.26,0.0388,25.0,20.8,2010-May-25 00:12 ± < 00:01,0.04168,0.04168,14.39,14.38,20.9,0.231,1.0,True
3610,2010 JN71,Apollo Asteroid (Hazard),57800.0,2.3831,0.589,17.7244,185.5573,62.4555,295.6915,0.9795,3.79,3.68,0.0308,29.0,21.4,2010-May-26 02:08 ± < 00:01,0.02135,0.02135,13.04,13.04,21.4,0.217,1.0,True
3624,2010 PR66,Apollo Asteroid (Hazard),57800.0,2.9292,0.6866,17.5694,319.4387,292.7973,119.3659,0.9182,4.94,5.01,0.0014,81.0,19.3,2010-Jul-22 16:12 ± < 00:01,0.02644,0.02644,17.16,17.15,19.3,0.713,2.0,True
3681,2003 UV11,Apollo Asteroid (Hazard),57800.0,1.4528,0.7629,5.9281,124.8036,31.9286,189.165,0.3445,2.56,1.75,0.0075,52.0,19.5,2010-Oct-30 04:15 ± < 00:01,0.01295,0.01295,25.35,25.35,19.6,0.263,2.0,True
3701,2010 WV8,Apollo Asteroid (Hazard),57800.0,2.1262,0.6721,8.4375,288.0836,55.1762,18.2334,0.6971,3.56,3.1,0.0061,14.0,21.9,2010-Nov-17 01:51 ±    00:03,0.03642,0.0364,17.8,17.79,21.9,0.25,1.0,True
3797,2011 CY46,Apollo Asteroid (Hazard),57800.0,2.1492,0.6117,11.5605,221.1403,11.1292,304.283,0.8346,3.46,3.15,0.0418,37.0,19.9,2011-Mar-19 17:03 ± < 00:01,0.04851,0.04851,15.88,15.88,19.9,0.62,1.0,True
3821,2011 EM51,Apollo Asteroid (Hazard),57800.0,1.3211,0.335,1.8659,142.2394,134.2235,267.698,0.8785,1.76,1.52,0.0128,55.0,21.9,2011-Apr-23 11:38 ± < 00:01,0.04655,0.04655,9.83,9.82,21.9,0.25,1.0,True
3828,2011 KO17,Amor Asteroid (Hazard),57800.0,2.4024,0.5756,4.0351,308.709,256.5346,203.9531,1.0195,3.79,3.72,0.0492,21.0,20.2,2011-May-06 06:58 ± < 00:01,0.04878,0.04878,8.28,8.27,20.1,0.58,1.0,True
3913,2011 WR46,Apollo Asteroid (Hazard),57800.0,2.4631,0.8945,4.865,323.5228,240.5951,113.2582,0.2598,4.67,3.87,0.0279,12.0,20.0,2011-Dec-11 04:01 ± < 00:01,0.04315,0.04293,33.63,33.63,20.0,0.59,1.0,True
3916,2011 XA3,Apollo Asteroid (Hazard),57800.0,1.4666,0.926,28.0071,323.8853,273.4791,304.6814,0.1085,2.82,1.78,0.0344,14.0,20.4,2011-Dec-22 19:56 ± < 00:01,0.04003,0.04003,36.61,36.61,20.5,0.48,1.0,True
3918,2017 AE3,Apollo Asteroid (Hazard),57800.0,1.8418,0.6405,9.4857,107.3707,269.5534,37.402,0.6621,3.02,2.5,0.0214,7.0,21.8,2011-Dec-28 05:16 ± < 00:01,0.02468,0.02468,18.48,18.47,21.9,0.25,1.0,True
4035,2007 LE,Apollo Asteroid (Hazard),57800.0,1.8389,0.5169,29.5237,120.1533,73.7387,337.2024,0.8883,2.79,2.49,0.0453,44.0,19.7,2012-Jun-02 07:25 ± < 00:01,0.04783,0.04783,19.77,19.76,19.6,0.71,1.0,True
4040,2012 LZ1,Amor Asteroid (Hazard),57800.0,2.5579,0.5899,26.102,14.2608,264.5103,48.8927,1.0491,4.07,4.09,0.0448,50.0,19.9,2012-Jun-14 23:09 ± < 00:01,0.03641,0.03641,17.0,17.0,19.9,1.724,1.0,True
4156,2012 VF37,Apollo Asteroid (Hazard),57800.0,2.4587,0.6537,4.9082,58.6845,82.5567,18.0055,0.8515,4.07,3.86,0.0143,40.0,21.0,2012-Dec-28 07:50 ± < 00:01,0.03877,0.03877,12.76,12.76,21.0,0.38,1.0,True
4224,2013 FX7,Apollo Asteroid (Hazard),57800.0,1.2655,0.3097,5.2189,28.8089,211.5731,234.8535,0.8735,1.66,1.42,0.0461,18.0,21.4,2013-Mar-26 00:56 ± < 00:01,0.04915,0.04915,8.12,8.12,21.6,0.28,1.0,True
4228,2001 TA2,Apollo Asteroid (Hazard),57800.0,1.7701,0.647,3.2664,227.3642,50.41,212.8653,0.6249,2.92,2.36,0.0364,18.0,22.0,2013-Mar-31 13:56 ± < 00:01,0.03712,0.03712,19.43,19.43,22.0,0.24,1.0,True
4249,2013 GR38,Apollo Asteroid (Hazard),57800.0,1.7899,0.5562,4.5882,68.3441,218.6964,190.8076,0.7943,2.79,2.39,0.0033,27.0,21.8,2013-May-05 16:03 ± < 00:01,0.04814,0.04814,13.33,13.33,21.8,0.26,1.0,True
4261,2013 JR28,Apollo Asteroid (Hazard),57800.0,2.2014,0.6547,6.5537,230.5485,103.5727,29.3123,0.7602,3.64,3.27,0.035,30.0,21.6,2013-Jun-18 01:47 ± < 00:01,0.03485,0.03485,16.99,16.99,21.7,0.27,1.0,True
4274,2013 QC11,Apollo Asteroid (Hazard),57800.0,1.511,0.6189,2.1443,332.5529,250.5967,349.1613,0.5758,2.45,1.86,0.0311,18.0,21.6,2013-Aug-11 19:18 ± < 00:01,0.04388,0.04388,18.52,18.52,21.6,0.29,1.0,True
4305,2013 TT135,Apollo Asteroid (Hazard),57800.0,2.145,0.6009,6.484,327.2226,341.4709,40.8041,0.856,3.43,3.14,0.0361,17.0,21.9,2013-Sep-20 21:23 ± < 00:01,0.04121,0.04121,13.6,13.59,21.9,0.25,1.0,True
4418,2014 EG45,Apollo Asteroid (Hazard),57800.0,1.6084,0.4982,25.4998,296.2035,164.2454,182.946,0.8071,2.41,2.04,0.0005,25.0,21.9,2014-Mar-04 16:45 ± < 00:01,0.00826,0.00826,18.27,18.25,21.9,0.25,2.0,True
4435,2013 WT44,Apollo Asteroid (Hazard),57800.0,2.2599,0.5682,12.2076,325.8353,182.7429,315.7747,0.9758,3.54,3.4,0.0329,70.0,19.3,2014-Mar-18 07:10 ± < 00:01,0.03274,0.03274,11.13,11.12,19.3,0.662,2.0,True
4481,2006 SX217,Apollo Asteroid (Hazard),57800.0,1.4113,0.31,21.0458,176.1543,32.6383,247.1646,0.9738,1.85,1.68,0.0311,66.0,18.9,2014-Apr-23 17:21 ± < 00:01,0.03156,0.03156,12.68,12.67,18.9,0.788,2.0,True
4531,2013 WF108,Apollo Asteroid (Hazard),57800.0,1.9935,0.5744,23.445,309.0169,239.03,3.0715,0.8484,3.14,2.81,0.0239,52.0,20.3,2014-May-23 16:01 ± < 00:01,0.02896,0.02896,18.42,18.41,20.3,0.52,1.0,True
4547,2014 KS40,Amor Asteroid (Hazard),57800.0,2.2936,0.5378,2.9232,4.6424,251.41,279.0815,1.0601,3.53,3.47,0.0457,42.0,21.9,2014-Jun-12 15:45 ± < 00:01,0.04909,0.04909,6.8,6.79,22.1,0.22,1.0,True
4558,2014 MF6,Apollo Asteroid (Hazard),57800.0,2.445,0.6135,4.3341,234.6027,89.9272,238.375,0.945,3.95,3.82,0.0244,22.0,20.7,2014-Jul-09 19:39 ± < 00:01,0.0233,0.0233,11.37,11.36,20.7,0.43,2.0,True
4574,2014 MP5,Amor Asteroid (Hazard),57800.0,2.1661,0.5211,9.757,183.0747,133.4339,284.3291,1.0373,3.29,3.19,0.0243,28.0,21.8,2014-Aug-16 04:36 ± < 00:01,0.04507,0.04507,8.98,8.97,21.8,0.26,1.0,True
4612,2007 DL41,Apollo Asteroid (Hazard),57800.0,1.4567,0.4762,4.6657,140.12,150.8059,156.9837,0.763,2.15,1.76,0.0458,34.0,20.7,2014-Sep-27 03:51 ± < 00:01,0.04741,0.04741,13.34,13.34,20.8,0.41,1.0,True
4734,2015 BL311,Apollo Asteroid (Hazard),57800.0,2.3698,0.8453,1.6735,142.4384,221.1492,216.0033,0.3667,4.37,3.65,0.0145,16.0,21.0,2015-Jan-15 02:59 ± < 00:01,0.02473,0.02473,28.52,28.52,21.0,0.38,1.0,True
4789,2002 FG7,Apollo Asteroid (Hazard),57800.0,1.5139,0.6267,9.2079,247.5046,187.6279,40.6403,0.5651,2.46,1.86,0.0419,67.0,18.9,2015-Mar-13 10:13 ± < 00:01,0.04403,0.04403,19.02,19.01,18.9,0.97,1.0,True
4884,2010 NY65,Aten Asteroid (Hazard),57256.0,0.9979,0.3695,11.7273,251.1711,268.1236,125.9716,0.6292,1.37,1.0,0.0177,67.0,21.5,2015-Jun-25 21:30 ± < 00:01,0.04399,0.04399,13.48,13.48,21.4,0.24000000000000002,1.0,True
4892,1999 JD6,Aten Asteroid (Hazard),57800.0,0.883,0.6328,17.0563,309.1878,130.2059,252.9392,0.3242,1.44,0.83,0.0478,288.0,17.1,2015-Jul-25 04:55 ± < 00:01,0.04842,0.04842,20.32,20.32,17.1,1.4829999999999999,2.0,True
4958,2015 VE1,Apollo Asteroid (Hazard),57800.0,2.2454,0.5684,1.8977,273.1959,98.4289,145.1945,0.9692,3.52,3.36,0.0299,40.0,21.0,2015-Oct-24 08:06 ± < 00:01,0.03202,0.03202,8.71,8.7,21.0,0.20600000000000002,1.0,True
4964,2015 TB145,Apollo Asteroid (Hazard),57800.0,2.1008,0.8602,39.6888,121.7519,37.716,139.9608,0.2936,3.91,3.04,0.0027,58.0,20.0,2015-Oct-31 17:01 ± < 00:01,0.00325,0.00325,34.95,34.92,20.0,0.58,3.0,True
5057,2012 BU61,Apollo Asteroid (Hazard),57800.0,2.5213,0.7797,5.2549,72.8412,297.4098,111.8682,0.5555,4.49,4.0,0.0271,15.0,21.5,2016-Jan-02 06:56 ± < 00:01,0.03065,0.03065,24.0,23.99,21.5,0.3,1.0,True
5203,2004 FG11,Apollo Asteroid (Hazard),56422.0,1.5881,0.724,3.1148,227.6708,84.5127,170.7215,0.4383,2.74,2.0,0.0212,59.0,21.0,2016-Apr-11 16:39 ± < 00:01,0.04956,0.04956,24.51,24.51,21.0,0.155,1.0,True
5224,2016 JW5,Apollo Asteroid (Hazard),57800.0,2.6992,0.6821,2.9194,351.4871,173.1994,73.9371,0.858,4.54,4.43,0.034,20.0,21.9,2016-Apr-23 02:22 ± < 00:01,0.03518,0.03518,13.66,13.66,21.9,0.24,1.0,True
5234,2008 TZ3,Apollo Asteroid (Hazard),57800.0,1.5899,0.3903,8.8067,219.407,44.1956,125.3878,0.9694,2.21,2.0,0.0167,81.0,20.4,2016-May-05 10:39 ± < 00:01,0.03373,0.03373,9.65,9.64,20.4,0.49,1.0,True
5340,2016 LX48,Apollo Asteroid (Hazard),57800.0,3.2272,0.6905,5.5758,4.0205,327.2808,28.9156,0.9988,5.46,5.8,0.0108,98.0,19.3,2016-Sep-12 20:55 ± < 00:01,0.04555,0.04555,10.77,10.77,19.3,0.96,1.0,True
5455,2016 VC1,Apollo Asteroid (Hazard),57800.0,2.2891,0.6877,13.4054,241.4317,245.7302,12.9346,0.7148,3.86,3.46,0.0353,12.0,21.7,2016-Nov-22 02:54 ± < 00:01,0.04514,0.04514,18.22,18.22,21.7,0.27,1.0,True
5463,2016 XC18,Apollo Asteroid (Hazard),57732.0,2.0485,0.6695,8.9279,279.7377,64.684,19.5677,0.6771,3.42,2.93,0.0071,7.0,21.9,2016-Nov-26 17:34 ±    00:02,0.04205,0.04189,20.57,20.57,21.9,0.25,1.0,True
5548,2015 BN509,Apollo Asteroid (Hazard),57800.0,1.0062,0.5685,4.172,143.1536,120.2253,313.1679,0.4342,1.58,1.01,0.0246,31.0,20.6,2017-Feb-07 21:31 ± < 00:01,0.04165,0.04165,19.37,19.37,20.8,0.38,1.0,True
5556,2017 CS,Apollo Asteroid (Hazard),57800.0,2.6004,0.609,6.9225,358.7036,240.4002,337.5194,1.0168,4.18,4.19,0.0049,5.0,19.37,2017-May-29 15:44 ± < 00:01,0.02036,0.02036,9.13,9.12,19.9,0.63,2.0,True
5558,2016 JP,Aten Asteroid (Hazard),57800.0,0.9941,0.3831,11.3732,255.6073,202.6787,1.1236,0.6132,1.37,0.99,0.0297,20.0,21.2,2018-Apr-20 22:36 ± < 00:01,0.03073,0.03073,12.75,12.74,21.1,0.35,1.0,True
5559,2013 US3,Apollo Asteroid (Hazard),57800.0,1.2002,0.1846,12.3144,133.6236,39.6399,63.1516,0.9786,1.42,1.31,0.019,29.0,21.0,2018-Apr-29 10:29 ± < 00:01,0.0259,0.0259,7.69,7.68,21.3,0.33,1.0,True
5561,1996 AW1,Apollo Asteroid (Hazard),57800.0,1.5347,0.5186,4.7548,229.344,117.6255,78.8532,0.7388,2.33,1.9,0.0402,45.0,20.0,2018-Jun-23 01:05 ± < 00:01,0.04594,0.04593,13.99,13.99,19.9,0.61,1.0,True
5563,2010 CO1,Apollo Asteroid (Hazard),57800.0,1.0121,0.218,24.0172,252.5736,351.6031,249.5404,0.7914,1.23,1.02,0.0228,16.0,21.8,2019-Sep-14 03:42 ± < 00:01,0.03561,0.03561,14.36,14.35,21.5,0.383,1.0,True
5565,1998 OR2,Apollo Asteroid (Hazard),57800.0,2.3794,0.5728,5.8797,174.4314,27.0631,50.1236,1.0165,3.74,3.67,0.0142,136.0,15.9,2020-Apr-29 09:56 ± < 00:01,0.04205,0.04205,8.7,8.69,16.0,2.05,3.0,True
5568,1999 RM45,Apollo Asteroid (Hazard),57800.0,1.6812,0.6441,10.8898,88.6964,162.883,30.869,0.5984,2.76,2.18,0.0024,32.0,19.4,2021-Mar-02 19:52 ± < 00:01,0.01959,0.01959,20.04,20.03,19.8,0.66,2.0,True
5569,2015 BY310,Apollo Asteroid (Hazard),57800.0,1.5833,0.3997,4.8754,229.1162,329.0439,334.6865,0.9505,2.22,1.99,0.0232,29.0,21.7,2021-Mar-10 09:48 ± < 00:01,0.03629,0.03629,7.32,7.31,21.9,0.25,1.0,True
5570,2016 AJ193,Apollo Asteroid (Hazard),57800.0,3.262,0.8167,22.7099,80.6951,332.9926,76.288,0.5978,5.93,5.89,0.0243,23.0,18.7,2021-Aug-21 15:10 ± < 00:01,0.02291,0.02291,26.17,26.16,18.4,1.7770000000000001,2.0,True
5572,2007 FF1,Apollo Asteroid (Hazard),57800.0,1.5231,0.4837,8.2434,234.5548,21.6414,65.658,0.7863,2.26,1.88,0.0348,10.0,21.8,2022-Apr-01 21:35 ± < 00:01,0.04962,0.04962,12.83,12.83,21.9,0.25,1.0,True
5573,2013 UX,Apollo Asteroid (Hazard),57800.0,1.6989,0.5602,5.4475,51.8051,259.4895,205.7743,0.7471,2.65,2.21,0.0359,12.0,22.0,2022-May-17 13:08 ± 5_05:07,0.04301,0.03594,16.31,16.31,22.0,0.24,1.0,True
5574,2014 HK129,Apollo Asteroid (Hazard),57800.0,1.705,0.4905,6.687,44.9924,93.9831,119.5031,0.8688,2.54,2.23,0.0087,17.0,21.1,2022-Dec-20 12:35 ± < 00:01,0.01717,0.01717,11.58,11.56,21.1,0.36,2.0,True
5577,1994 XD,Apollo Asteroid (Hazard),57800.0,2.3458,0.7342,4.3113,249.3935,96.1865,74.7344,0.6236,4.07,3.59,0.0202,67.0,19.1,2023-Jun-12 00:53 ± < 00:01,0.02114,0.02114,21.47,21.47,19.3,0.82,2.0,True
5579,2008 OS7,Apollo Asteroid (Hazard),57800.0,1.9083,0.6448,7.0382,73.0778,137.1348,112.8194,0.6779,3.14,2.64,0.0105,31.0,20.4,2024-Feb-02 14:41 ± < 00:01,0.01908,0.01907,18.17,18.16,20.4,0.49,2.0,True
5586,2003 AY2,Apollo Asteroid (Hazard),57800.0,1.8225,0.5641,10.3213,285.9282,275.0365,237.9668,0.7944,2.85,2.46,0.0217,26.0,19.2,2025-Jun-22 04:09 ±    00:02,0.0363,0.03628,15.95,15.94,19.3,0.82,2.0,True
5587,2005 VO5,Apollo Asteroid (Hazard),57800.0,2.0089,0.5613,14.2439,242.0168,101.0065,4.03,0.8814,3.14,2.85,0.0396,21.0,19.8,2025-Jul-11 04:46 ± < 00:01,0.04068,0.04068,14.38,14.37,19.8,0.65,1.0,True
5588,1997 QK1,Apollo Asteroid (Hazard),57800.0,2.7819,0.6466,2.8869,2.9746,306.7633,62.542,0.9832,4.58,4.64,0.017,14.0,20.3,2025-Aug-20 10:26 ±    00:01,0.02013,0.02013,9.83,9.82,20.1,0.57,2.0,True
5589,2016 DP,Apollo Asteroid (Hazard),57800.0,1.0226,0.4771,13.3221,254.0174,54.4187,244.1401,0.5347,1.51,1.03,0.0316,31.0,20.2,2025-Nov-24 00:56 ± < 00:01,0.032,0.032,16.69,16.68,20.2,0.55,1.0,True
5592,2005 PJ2,Apollo Asteroid (Hazard),57800.0,1.198,0.6594,17.4154,128.7995,326.521,225.1212,0.4081,1.99,1.31,0.0442,29.0,19.5,2026-Aug-27 02:01 ± < 00:01,0.04731,0.04731,22.75,22.75,19.5,0.74,1.0,True
5593,2015 DG200,Apollo Asteroid (Hazard),57800.0,2.5288,0.7256,10.5961,289.1967,119.5611,199.1089,0.694,4.36,4.02,0.0054,4.0,21.7,2027-Jan-22 12:01 ± < 00:01,0.00953,0.00953,20.04,20.03,22.2,0.22,2.0,True
5594,2015 UM67,Apollo Asteroid (Hazard),57800.0,1.5581,0.6871,6.0027,132.1897,150.1039,268.6729,0.4876,2.63,1.94,0.048,34.0,18.9,2027-Mar-18 19:29 ± < 00:01,0.04885,0.04885,22.41,22.41,18.9,0.8420000000000001,1.0,True
