,Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
4920,(2015 DT53),Apollo Asteroid,57077,2.0755,0.5148,3.7575,134.6704,344.4249,10.5417,1.007,3.14,2.99,0.0464,6,25.5
4921,(2015 DC54),Apollo Asteroid,57800,1.9134,0.4863,4.6982,341.8474,144.9432,278.1894,0.9828,2.84,2.65,0.0082,5,26.1
4922,(2015 DD54),Apollo Asteroid,57800,1.9581,0.4931,0.9506,178.9518,349.3533,256.342,0.9926,2.92,2.74,0.0004,12,25.4
4924,(2015 DC155),Apollo Asteroid,57076,1.4546,0.407,8.0103,293.6705,150.6974,30.5774,0.8626,2.05,1.75,0.0229,10,25.4
4925,(2015 DJ155),Apollo Asteroid,57800,1.8398,0.4813,4.4456,126.4964,328.5452,304.794,0.9544,2.73,2.5,0.0335,6,23.9
4928,(2015 DM155),Apollo Asteroid,57800,1.7202,0.4627,6.6094,314.2928,149.5953,333.8953,0.9243,2.52,2.26,0.0152,6,25.7
4929,(2015 DN155),Amor Asteroid,57800,2.3351,0.5284,8.9018,160.8301,342.4938,203.0515,1.1011,3.57,3.57,0.1202,9,23.9
4934,(2015 DZ180),Amor Asteroid,57800,1.9812,0.4697,8.432,156.8318,335.1941,263.7449,1.0507,2.91,2.79,0.0765,2,25.6
4935,(2015 DA181),Amor Asteroid,57800,2.0003,0.4382,6.3407,156.2648,343.7266,256.4786,1.1237,2.88,2.83,0.1424,6,24.9
4937,(2015 DG198),Amor Asteroid,57800,1.6875,0.3747,7.6389,22.3732,166.8989,310.9302,1.0552,2.32,2.19,0.0701,8,24.3
4938,(2015 DH198),Amor Asteroid,57800,1.6852,0.3561,5.6555,329.6675,169.802,333.451,1.0851,2.29,2.19,0.107,9,25.3
4941,(2015 DU198),Apollo Asteroid,57079,1.964,0.4919,4.0455,25.5677,161.1767,351.1544,0.9978,2.93,2.75,0.0196,4,25.6
4942,(2015 DY198),Apollo Asteroid,57800,1.572,0.5502,5.9482,261.8515,337.5481,334.3151,0.707,2.44,1.97,0.0052,3,26.6
4943,(2015 DZ198),Apollo Asteroid,57800,1.9343,0.5202,3.0675,311.9369,162.398,276.5825,0.9281,2.94,2.69,0.0118,6,24.6
4944,(2015 DB199),Amor Asteroid,57800,2.2672,0.5193,0.7696,117.4626,57.2443,203.1538,1.0899,3.44,3.41,0.0957,6,24.9
4945,(2015 DC199),Apollo Asteroid,57800,1.7413,0.4282,7.9038,332.3449,159.6815,318.6741,0.9957,2.49,2.3,0.031,6,25.7
4946,(2015 DD199),Apollo Asteroid,57079,2.0283,0.5168,3.2249,324.4366,162.6934,8.5752,0.98,3.08,2.89,0.0191,2,26.0
4948,(2015 DA200),Amor Asteroid,57800,2.5309,0.5793,5.1526,118.4015,354.4989,187.3081,1.0647,4.0,4.03,0.1125,6,23.8
4950,(2015 DD200),Amor Asteroid,57800,1.8489,0.3414,7.3571,167.2588,328.6852,294.5659,1.2177,2.48,2.51,0.2329,4,22.9
4952,(2015 DK200),Apollo Asteroid,57800,1.3113,0.3253,1.8141,207.9831,15.7345,77.2822,0.8847,1.74,1.5,0.0147,10,25.6
4957,(2015 DW215),Amor Asteroid,57800,1.9606,0.3487,4.7163,90.8352,63.7706,260.9817,1.277,2.64,2.75,0.3017,9,22.6
4961,(2015 DO224),Amor Asteroid,57070,2.1036,0.4821,7.5142,235.0596,330.4109,343.2538,1.0895,3.12,3.05,0.1349,2,22.7
4962,(2015 EF),Apollo Asteroid,57800,1.5834,0.5152,6.757,253.8332,349.8948,325.374,0.7677,2.4,1.99,0.0061,4,26.8
4963,(2015 EG),Aten Asteroid,57800,0.862,0.3572,2.0731,222.4626,168.6673,256.5985,0.5541,1.17,0.8,0.0031,10,25.7
4965,(2015 EK),Apollo Asteroid,57800,1.6409,0.4305,4.9518,221.4738,347.0665,317.1632,0.9346,2.35,2.1,0.0066,6,26.3
4966,(2015 EN),Apollo Asteroid,57093,2.1914,0.5718,6.6297,316.3722,167.2201,11.5473,0.9384,3.44,3.24,0.0219,4,26.3
4967,(2015 EO),Apollo Asteroid,57800,1.3001,0.4623,4.513,271.0944,349.8078,71.0068,0.6991,1.9,1.48,0.0013,7,26.8
4968,(2015 EP),Apollo Asteroid,57800,1.8919,0.4653,1.4278,190.2827,343.9722,266.5769,1.0115,2.77,2.6,0.0175,8,26.0
4969,(2015 EQ),Aten Asteroid,57800,0.6694,0.503,8.8241,355.8689,350.0216,25.5962,0.3327,1.01,0.55,0.0084,9,26.1
4970,(2015 ET),Apollo Asteroid,57800,2.0347,0.5783,0.5984,124.2003,354.2067,252.9025,0.8581,3.21,2.9,0.0009,14,26.7
4971,(2015 EU),Amor Asteroid,57096,2.4491,0.5721,2.6113,34.8185,133.409,1.2587,1.048,3.85,3.83,0.0613,4,25.7
4974,(2015 EX),Apollo Asteroid,57800,1.6933,0.4752,7.2975,130.5027,349.0904,333.9609,0.8887,2.5,2.2,0.0038,5,25.8
4975,(2015 EY),Apollo Asteroid,57800,2.0532,0.596,4.0037,50.2785,58.1052,252.4563,0.8294,3.28,2.94,0.0059,15,23.0
4976,(2015 EF7),Apollo Asteroid,57800,1.2092,0.2252,3.536,80.4818,148.8687,124.398,0.9369,1.48,1.33,0.0319,9,24.4
4977,(2015 EG7),Apollo Asteroid,57800,1.976,0.567,0.1634,57.3153,175.443,234.3081,0.8557,3.1,2.78,0.0003,6,27.4
4982,(2015 FC),Apollo Asteroid,57800,1.3239,0.2888,7.0983,224.3413,2.9361,64.7769,0.9416,1.71,1.52,0.005,10,26.6
4983,(2015 FD),Aten Asteroid,57800,0.899,0.2661,5.5945,44.7512,356.0656,202.508,0.6598,1.14,0.85,0.0136,7,26.6
4985,(2015 FF),Apollo Asteroid,57800,1.2637,0.3355,2.0744,241.3138,7.0806,88.3608,0.8397,1.69,1.42,0.0042,4,26.6
4986,(2015 FK),Apollo Asteroid,57800,1.8161,0.4487,6.2107,188.2008,354.8937,280.0038,1.0013,2.63,2.45,0.0087,4,25.3
4988,(2015 FP),Apollo Asteroid,57800,1.5488,0.3478,9.701,199.4079,3.7503,345.9266,1.0101,2.09,1.93,0.0243,7,25.2
4989,(2015 FS),Amor Asteroid,57800,1.4083,0.2255,8.1143,28.4033,158.2258,46.6131,1.0906,1.73,1.67,0.1088,10,23.9
4992,(2015 FO33),Amor Asteroid,57098,1.4326,0.2442,2.3343,139.2355,3.4815,16.2228,1.0828,1.78,1.71,0.0988,4,24.1
4994,(2015 FQ33),Apollo Asteroid,57800,1.2973,0.2337,4.7974,134.1207,356.151,136.7424,0.9942,1.6,1.48,0.0369,5,26.7
4996,(2015 FT33),Apollo Asteroid,57101,1.6616,0.3925,4.9521,256.8618,327.6743,338.5968,1.0094,2.31,2.14,0.0771,6,24.3
4998,(2015 FV33),Apollo Asteroid,57101,1.7657,0.4375,3.495,328.6745,177.4173,12.6936,0.9931,2.54,2.35,0.0211,3,26.3
4999,(2015 FW33),Apollo Asteroid,57800,1.3014,0.2191,7.2158,0.4543,178.1163,103.6111,1.0163,1.59,1.48,0.0205,13,25.8
5000,(2015 FX33),Amor Asteroid,57800,1.7641,0.4161,3.9737,186.308,355.9845,292.2119,1.03,2.5,2.34,0.0342,7,25.7
5001,(2015 FZ33),Amor Asteroid,57800,2.6245,0.5369,5.0713,245.2205,308.0964,157.041,1.2155,4.03,4.25,0.233,4,22.9
5003,(2015 FB34),Amor Asteroid,57800,2.07,0.4936,5.9557,354.5772,189.7667,228.6774,1.0483,3.09,2.98,0.0507,22,23.9
5008,(2015 FG35),Apollo Asteroid,57101,1.8973,0.5078,2.3372,123.3731,11.7029,14.0286,0.9339,2.86,2.61,0.0149,2,25.3
5009,(2015 FH35),Apollo Asteroid,57800,1.8866,0.5093,5.0873,247.6065,216.6711,289.586,0.9257,2.85,2.59,0.0447,4,22.9
5011,(2015 FK35),Apollo Asteroid,57105,1.3824,0.4124,6.9515,97.2605,356.8592,43.1752,0.8123,1.95,1.63,0.0296,4,24.8
5013,(2015 FM35),Apollo Asteroid,57103,1.5703,0.3619,4.2093,266.8544,216.4344,27.0636,1.0021,2.14,1.97,0.0744,3,24.6
5014,(2015 FN35),Apollo Asteroid,57800,1.0775,0.3769,6.2416,256.7828,167.5833,332.0508,0.6714,1.48,1.12,0.0051,8,23.7
5016,(2015 FQ35),Apollo Asteroid,57800,1.9755,0.5202,6.372,331.3527,173.4881,257.7672,0.9478,3.0,2.78,0.0029,5,25.6
5018,(2015 FD36),Amor Asteroid,57106,1.612,0.3489,5.8897,338.0049,187.0457,8.9447,1.0496,2.17,2.05,0.0629,7,26.2
5020,(2015 FF36),Apollo Asteroid,57800,2.0868,0.5336,0.1788,205.3914,6.2682,219.4118,0.9734,3.2,3.01,0.0002,5,26.6
5023,(2015 FO36),Apollo Asteroid,57106,1.3835,0.3055,8.1485,289.0551,180.0862,40.7556,0.9608,1.81,1.63,0.0754,3,23.7
5031,(2015 FB118),Apollo Asteroid,57800,1.4912,0.4674,5.1359,106.3741,0.0184,47.1369,0.7941,2.19,1.82,0.0078,14,23.7
5032,(2015 FG120),Apollo Asteroid,57800,2.1383,0.5462,2.7763,154.9685,98.8626,199.3988,0.9705,3.31,3.13,0.0035,21,22.9
5033,(2015 FJ120),Apollo Asteroid,57800,1.3467,0.357,1.3326,328.4773,146.6457,111.7932,0.8659,1.83,1.56,0.0108,4,26.1
5034,(2015 FK120),Apollo Asteroid,57800,1.4629,0.3095,2.8985,190.5066,14.9019,15.2061,1.0101,1.92,1.77,0.0102,6,27.2
5038,(2015 FW284),Aten Asteroid,57800,0.7775,0.5441,2.5315,188.4689,149.532,171.1494,0.3544,1.2,0.69,0.0196,2,24.7
5041,(2015 FA285),Aten Asteroid,57800,0.7413,0.4631,9.2251,335.4531,10.6777,216.0251,0.398,1.08,0.64,0.0029,7,26.4
5042,(2015 FQ332),Apollo Asteroid,57800,1.8267,0.4668,2.7154,335.7905,171.8771,290.3987,0.974,2.68,2.47,0.0033,7,25.2
5044,(2015 FV344),Apollo Asteroid,57100,1.5145,0.5166,8.981,79.3027,176.9523,332.5459,0.7321,2.3,1.86,0.0056,2,25.2
5045,(2015 FA345),Apollo Asteroid,57104,2.323,0.574,4.6824,157.371,357.9856,7.4366,0.9895,3.66,3.54,0.0137,2,24.0
5046,(2015 FB345),Apollo Asteroid,57800,1.4122,0.5162,5.4691,285.8395,346.6891,14.6532,0.6832,2.14,1.68,0.0198,2,23.6
5048,(2015 GK),Apollo Asteroid,57800,1.8375,0.525,1.0609,210.5707,43.6756,251.8387,0.8728,2.8,2.49,0.0066,5,25.8
5052,(2015 GW),Apollo Asteroid,57800,1.3756,0.2692,6.0098,155.9708,13.4949,70.7498,1.0053,1.75,1.61,0.0207,8,25.4
5055,(2015 GB1),Apollo Asteroid,57800,1.7534,0.4382,2.4161,200.3849,27.6326,277.5533,0.9851,2.52,2.32,0.0001,5,26.7
5057,(2015 GF1),Apollo Asteroid,57800,2.0421,0.5882,4.9899,75.6862,57.1016,245.3147,0.8409,3.24,2.92,0.0328,17,22.6
5058,(2015 GY5),Apollo Asteroid,57124,1.9685,0.5959,3.5266,277.8939,202.6088,21.3731,0.7955,3.14,2.76,0.0202,3,24.4
5060,(2015 GA6),Amor Asteroid,57800,2.0241,0.4807,7.8497,342.9167,206.2572,235.2556,1.0512,3.0,2.88,0.0574,7,25.4
5061,(2015 GB6),Apollo Asteroid,57131,1.9055,0.5404,0.9054,316.2691,184.9361,19.8271,0.8758,2.94,2.63,0.0016,6,26.5
5063,(2015 GX12),Apollo Asteroid,57800,1.5485,0.3596,7.7121,157.5801,11.5235,0.2039,0.9917,2.11,1.93,0.0107,4,25.2
5065,(2015 GZ12),Apollo Asteroid,57800,1.1055,0.4465,5.4166,330.6972,103.1202,290.2331,0.6119,1.6,1.16,0.0666,7,22.5
5067,(2015 GK13),Amor Asteroid,57131,1.9483,0.4361,9.4868,339.1513,201.448,10.2412,1.0986,2.8,2.72,0.1094,9,25.0
5069,(2015 GB14),Apollo Asteroid,57800,1.9163,0.5315,2.4482,228.0454,39.0893,231.3843,0.8979,2.93,2.65,0.001,12,25.4
5070,(2015 GC14),Amor Asteroid,57800,1.596,0.322,2.0993,201.3666,28.9047,315.3888,1.0821,2.11,2.02,0.0735,17,24.8
5071,(2015 HB),Amor Asteroid,57800,2.5836,0.5301,2.5398,168.6034,66.2332,150.7111,1.214,3.95,4.15,0.2031,10,22.9
5076,(2015 HZ),Amor Asteroid,57800,2.1837,0.5003,4.2123,356.9359,224.2535,200.0203,1.0912,3.28,3.23,0.0833,24,24.5
5077,(2015 HB1),Amor Asteroid,57800,1.9372,0.4297,9.2451,316.5322,217.2824,256.7125,1.1049,2.77,2.7,0.1421,8,23.9
5078,(2015 HC1),Amor Asteroid,57800,1.3546,0.2169,1.9771,343.698,228.1671,55.5784,1.0608,1.65,1.58,0.0554,9,27.1
5080,(2015 HE1),Apollo Asteroid,57800,1.4233,0.4923,3.467,79.2184,212.2139,356.4438,0.7226,2.12,1.7,0.0023,8,26.5
5084,(2015 HN1),Amor Asteroid,57131,1.4137,0.2525,6.3405,184.2986,21.0061,1.5927,1.0568,1.77,1.68,0.0541,3,27.1
5085,(2015 HO1),Amor Asteroid,57132,2.3819,0.4697,4.6368,220.8013,1.5223,355.6451,1.2631,3.5,3.68,0.262,5,23.7
5087,(2015 HQ1),Amor Asteroid,57132,1.6106,0.3595,4.3748,310.354,197.9625,29.5587,1.0316,2.19,2.04,0.0659,4,25.0
5088,(2015 HR1),Amor Asteroid,57800,2.4739,0.566,1.3867,34.9455,209.3679,160.7722,1.0736,3.87,3.89,0.0625,22,24.3
5089,(2015 HS1),Amor Asteroid,57800,2.0717,0.4891,5.5758,207.765,39.8228,208.8462,1.0584,3.08,2.98,0.0605,8,24.7
5090,(2015 HB9),Apollo Asteroid,57800,2.1027,0.5527,5.3497,303.4665,217.9013,228.5074,0.9404,3.26,3.05,0.0335,7,24.8
5092,(2015 HH9),Amor Asteroid,57800,2.3754,0.5493,1.7381,330.08,238.2487,179.9513,1.0705,3.68,3.66,0.0675,3,25.9
5095,(2015 HQ9),Apollo Asteroid,57132,1.6138,0.4429,4.0167,287.48,211.282,28.3359,0.8991,2.33,2.05,0.0288,2,27.0
5096,(2015 HR9),Apollo Asteroid,57132,2.0244,0.5258,4.5194,277.5742,223.6197,21.2255,0.96,3.09,2.88,0.0637,3,25.6
5097,(2015 HT9),Apollo Asteroid,57800,1.4247,0.3136,4.7969,46.8913,226.0934,351.2357,0.9779,1.87,1.7,0.0204,6,26.1
5098,(2015 HU9),Apollo Asteroid,57800,1.0889,0.4854,6.7706,298.4557,43.4452,140.4101,0.5603,1.62,1.14,0.0147,11,23.4
5100,(2015 HD10),Apollo Asteroid,57800,2.0722,0.5773,4.4496,52.0646,215.8033,205.6941,0.8759,3.27,2.98,0.0029,10,26.5
5103,(2015 HK10),Apollo Asteroid,57133,1.1888,0.2517,2.6162,283.5342,25.5581,288.6012,0.8896,1.49,1.3,0.01,2,26.1
5106,(2015 HN10),Amor Asteroid,57133,1.4336,0.223,4.8914,295.9063,230.8084,27.279,1.1139,1.75,1.72,0.1416,2,25.9
5110,(2015 HS10),Amor Asteroid,57132,1.8603,0.3241,6.4889,183.8519,10.5681,7.0157,1.2574,2.46,2.54,0.2571,2,25.5
5111,(2015 HT10),Apollo Asteroid,57132,2.297,0.5607,3.9714,147.1929,25.0839,8.9478,1.009,3.58,3.48,0.0315,2,27.1
5116,(2015 HQ11),Apollo Asteroid,57800,1.5121,0.3963,8.3925,226.1775,35.3388,331.4135,0.9128,2.11,1.86,0.0031,3,27.1
5118,(2015 HV11),Amor Asteroid,57800,1.9178,0.4424,7.0145,174.5747,58.6247,238.8479,1.0693,2.77,2.66,0.0588,13,24.1
5119,(2015 HW11),Apollo Asteroid,57800,1.8468,0.4767,3.4627,299.4816,233.2143,273.399,0.9665,2.73,2.51,0.0317,18,23.3
5121,(2015 HR43),Apollo Asteroid,57800,1.5443,0.5192,4.6415,274.4389,214.0584,11.3063,0.7425,2.35,1.92,0.0131,5,26.3
5125,(2015 HB117),Amor Asteroid,57800,1.417,0.2312,6.4949,12.7596,228.8301,10.8172,1.0894,1.74,1.69,0.0805,28,23.6
5126,(2015 HN117),Amor Asteroid,57800,2.3152,0.4876,3.9133,219.5598,46.2124,168.8658,1.1864,3.44,3.52,0.1772,14,22.9
5127,(2015 HE170),Amor Asteroid,57800,2.0992,0.4257,8.9185,26.8197,213.5655,205.9668,1.2056,2.99,3.04,0.2061,12,23.4
5130,(2015 HQ171),Apollo Asteroid,57800,1.1722,0.266,9.1154,250.9432,42.1331,104.4193,0.8604,1.48,1.27,0.0031,4,26.9
5131,(2015 HU171),Apollo Asteroid,57144,2.3086,0.5765,5.6009,179.151,77.005,352.4149,0.9776,3.64,3.51,0.0347,9,23.7
5133,(2015 HB177),Apollo Asteroid,57800,1.0733,0.359,1.6206,177.2674,158.7885,150.0851,0.688,1.46,1.11,0.0276,9,24.6
5134,(2015 HX181),Apollo Asteroid,57800,1.7894,0.5592,7.892,293.296,212.1575,293.2422,0.7889,2.79,2.39,0.0006,4,23.9
5137,(2015 HJ182),Apollo Asteroid,57131,1.405,0.3046,3.1306,299.8137,210.4462,31.3224,0.9771,1.83,1.67,0.0302,2,27.3
5139,(2015 HO182),Amor Asteroid,57131,2.5585,0.5982,1.6062,213.9939,309.248,9.7817,1.028,4.09,4.09,0.0395,2,27.0
5141,(2015 HQ182),Apollo Asteroid,57131,1.1079,0.2262,3.6061,160.5954,240.5295,157.4327,0.8573,1.36,1.17,0.0483,2,25.0
5142,(2015 HS182),Apollo Asteroid,57132,1.7626,0.5485,1.5407,358.0006,299.4647,330.2457,0.7958,2.73,2.34,0.0242,2,25.4
5144,(2015 HU182),Amor Asteroid,57131,2.01,0.4237,5.2753,348.5433,206.777,4.4879,1.1584,2.86,2.85,0.1581,2,26.6
5146,(2015 HZ182),Apollo Asteroid,57131,1.6743,0.3981,4.4279,302.8457,211.7652,22.7239,1.0077,2.34,2.17,0.0562,2,27.4
5147,(2015 HA183),Amor Asteroid,57132,1.8472,0.3475,3.4966,136.4527,39.3538,15.2662,1.2053,2.49,2.51,0.2142,2,24.6
5151,(2015 JF),Apollo Asteroid,57800,1.7143,0.4232,1.8233,41.6352,224.6302,270.1737,0.9889,2.44,2.24,0.0101,10,26.3
5153,(2015 JR),Apollo Asteroid,57800,2.1062,0.5391,7.8051,32.0618,228.6419,200.3112,0.9706,3.24,3.06,0.0089,5,26.3
5154,(2015 JW),Amor Asteroid,57800,2.0083,0.4797,0.8992,201.8487,52.7964,215.834,1.0449,2.97,2.85,0.0311,12,25.8
5156,(2015 JC1),Apollo Asteroid,57800,1.3939,0.5189,6.3768,266.8874,231.78,61.645,0.6706,2.12,1.65,0.0005,5,27.1
5167,(2015 KG),Amor Asteroid,57800,1.7656,0.4086,0.5691,22.1337,207.0981,271.4472,1.0443,2.49,2.35,0.0346,5,26.9
5168,(2015 KH),Apollo Asteroid,57800,2.147,0.5337,7.781,216.2942,58.5167,189.8773,1.0012,3.29,3.15,0.0345,7,24.5
5169,(2015 KJ),Apollo Asteroid,57800,1.2318,0.2782,6.8497,270.9261,222.8168,171.0405,0.8892,1.57,1.37,0.0509,7,23.6
5173,(2015 KP18),Apollo Asteroid,57800,1.6495,0.5865,1.0281,81.5505,259.4534,260.7991,0.6822,2.62,2.12,0.0006,23,23.1
5174,(2015 KQ18),Aten Asteroid,57800,0.8604,0.4364,5.7331,326.0924,54.0373,326.3991,0.4849,1.24,0.8,0.0179,4,25.4
5175,(2015 KU18),Apollo Asteroid,57800,1.9646,0.4904,0.9604,259.683,283.5011,246.2649,1.0011,2.93,2.75,0.017,3,26.0
5176,(2015 KV18),Amor Asteroid,57800,1.6808,0.3263,7.2267,4.5689,233.1533,289.4425,1.1323,2.23,2.18,0.1213,12,23.8
5181,(2015 KD23),Amor Asteroid,57800,2.0907,0.4655,2.4932,200.0021,67.4871,198.1888,1.1175,3.06,3.02,0.1031,7,25.5
5182,(2015 KE23),Amor Asteroid,57164,1.6097,0.2474,4.392,202.9882,49.9895,352.5649,1.2116,2.01,2.04,0.1999,3,24.8
5183,(2015 KT56),Apollo Asteroid,57800,2.2682,0.5664,4.0677,327.8579,239.4888,191.2145,0.9835,3.55,3.42,0.0114,8,26.1
5184,(2015 KV56),Amor Asteroid,57800,2.0643,0.4996,0.4234,341.1008,245.7361,215.1302,1.0331,3.1,2.97,0.0238,4,26.8
5185,(2015 KW56),Amor Asteroid,57163,2.054,0.4427,3.0989,204.4271,65.4566,349.6287,1.1447,2.96,2.94,0.1307,2,24.4
5186,(2015 KX56),Amor Asteroid,57800,2.0247,0.4939,6.5083,335.8,238.0293,225.6288,1.0247,3.02,2.88,0.0326,4,25.8
5188,(2015 KZ56),Amor Asteroid,57165,2.7853,0.5361,2.7502,162.0339,50.0315,7.3078,1.2922,4.28,4.65,0.2869,3,24.1
5189,(2015 KA57),Amor Asteroid,57165,2.4736,0.4898,1.5255,53.8349,197.1328,356.7681,1.262,3.69,3.89,0.2491,3,23.9
5190,(2015 KC57),Amor Asteroid,57164,2.1766,0.5151,3.5827,227.9904,57.1091,346.8192,1.0553,3.3,3.21,0.0593,2,26.8
5193,(2015 KM57),Apollo Asteroid,57800,1.9164,0.5673,0.6045,154.2458,159.9257,215.6572,0.8292,3.0,2.65,0.0056,12,25.4
5196,(2015 KP57),Aten Asteroid,57165,0.9634,0.4748,1.8046,315.5608,55.2503,286.2229,0.5059,1.42,0.95,0.0066,4,24.9
5197,(2015 KS57),Amor Asteroid,57173,2.1333,0.5197,4.1555,42.3375,247.3998,348.1054,1.0247,3.24,3.12,0.0397,7,26.3
5199,(2015 KL120),Amor Asteroid,57800,2.1337,0.459,6.8696,67.5041,212.5037,186.8123,1.1544,3.11,3.12,0.1808,12,23.3
5200,(2015 KM120),Amor Asteroid,57168,2.2816,0.544,7.6531,12.0054,235.1189,358.7758,1.0404,3.52,3.45,0.0333,14,24.7
5202,(2015 KQ120),Apollo Asteroid,57800,1.5514,0.3676,0.4452,103.2784,180.6382,304.7539,0.9812,2.12,1.93,0.0059,8,26.7
5203,(2015 KR120),Apollo Asteroid,57800,1.2746,0.3314,3.4651,279.0765,216.4768,145.1842,0.8522,1.7,1.44,0.0147,6,22.8
5207,(2015 KV120),Amor Asteroid,57169,1.8312,0.433,2.7735,98.4606,173.3761,350.6621,1.0383,2.62,2.48,0.0536,4,25.2
5208,(2015 KW120),Apollo Asteroid,57800,1.603,0.4899,3.369,245.2017,68.3745,282.4372,0.8177,2.39,2.03,0.0004,16,26.0
5209,(2015 KQ121),Amor Asteroid,57800,2.229,0.4219,4.9549,159.8024,97.4042,180.4261,1.2887,3.17,3.33,0.2757,5,22.5
5215,(2015 KZ121),Apollo Asteroid,57800,1.2587,0.4161,2.829,276.627,234.9743,126.0606,0.735,1.78,1.41,0.0023,3,25.4
5217,(2015 KM122),Amor Asteroid,57800,2.2212,0.4968,6.4684,186.2122,60.053,186.2356,1.1176,3.32,3.31,0.1053,6,23.8
5218,(2015 KO122),Apollo Asteroid,57800,1.9075,0.5871,2.4352,298.3359,237.6318,253.696,0.7877,3.03,2.63,0.0035,3,27.0
5221,(2015 KU154),Apollo Asteroid,57800,1.0843,0.238,4.2166,238.054,106.9052,117.5441,0.8263,1.34,1.13,0.0358,8,25.0
5222,(2015 KN157),Amor Asteroid,57163,1.6729,0.2682,7.9954,308.9171,247.0409,23.9286,1.2243,2.12,2.16,0.2456,2,24.5
5223,(2015 KQ157),Amor Asteroid,57163,2.2088,0.4954,2.9754,324.2297,243.9129,9.3461,1.1146,3.3,3.28,0.1138,2,26.4
5224,(2015 KS157),Amor Asteroid,57164,2.1475,0.4695,8.9612,259.0541,68.5247,321.6343,1.1392,3.16,3.15,0.2043,2,22.9
5226,(2015 KU157),Amor Asteroid,57164,2.5405,0.5386,1.2277,80.634,196.096,350.512,1.1722,3.91,4.05,0.1573,2,25.1
5227,(2015 KV157),Apollo Asteroid,57163,2.0319,0.5144,6.5111,214.6837,64.2851,348.7017,0.9867,3.08,2.9,0.0187,2,26.0
5230,(2015 KA158),Apollo Asteroid,57165,2.0631,0.562,2.5272,281.5389,251.0945,18.7829,0.9036,3.22,2.96,0.0248,2,26.8
5233,(2015 KD158),Amor Asteroid,57165,2.0229,0.422,1.164,220.8334,4.8902,5.5846,1.1693,2.88,2.88,0.1608,2,26.5
5234,(2015 KE158),Amor Asteroid,57165,2.4214,0.5321,1.7185,172.244,60.5974,2.1621,1.1329,3.71,3.77,0.1221,2,26.2
5235,(2015 KF158),Amor Asteroid,57165,1.4119,0.2171,2.3276,202.1846,64.7821,343.4801,1.1054,1.72,1.68,0.0909,2,27.3
5236,(2015 KH158),Apollo Asteroid,57166,2.0234,0.5236,4.9567,42.6642,251.8953,344.5055,0.9638,3.08,2.88,0.0155,2,26.1
5239,(2015 LG),Apollo Asteroid,57800,1.6573,0.4565,4.6505,221.0812,92.4556,264.137,0.9008,2.41,2.13,0.0125,12,24.5
5240,(2015 LH),Apollo Asteroid,57800,1.9015,0.4815,3.9342,201.6018,83.5934,223.6948,0.9859,2.82,2.62,0.0029,5,27.2
5242,(2015 LK),Apollo Asteroid,57800,1.7594,0.4428,3.2178,191.7826,104.1499,246.9172,0.9803,2.54,2.33,0.0145,19,25.4
5243,(2015 LA2),Aten Asteroid,57800,0.883,0.2808,7.7268,3.6716,85.4207,173.7152,0.6351,1.13,0.83,0.0851,14,23.1
5244,(2015 LH2),Apollo Asteroid,57800,2.2109,0.5761,6.2398,44.1822,253.6687,175.9692,0.9372,3.48,3.29,0.0113,2,26.2
5247,(2015 LC21),Amor Asteroid,57800,1.9556,0.4594,2.8778,333.7511,329.1767,205.8905,1.0573,2.85,2.73,0.0478,24,23.0
5250,(2015 LN21),Amor Asteroid,57800,2.0919,0.4896,8.581,205.9511,86.1607,189.5662,1.0677,3.12,3.03,0.07,16,23.0
5251,(2015 LO21),Apollo Asteroid,57800,1.1893,0.581,7.7469,63.1343,82.6601,153.4443,0.4983,1.88,1.3,0.0099,4,23.4
5253,(2015 LQ21),Amor Asteroid,57800,2.2511,0.5469,1.4298,90.1243,159.6399,181.5798,1.0199,3.48,3.38,0.0261,18,24.5
5254,(2015 LR21),Apollo Asteroid,57800,1.9078,0.569,1.8893,243.3785,86.3465,210.9011,0.8223,2.99,2.64,0.001,15,26.5
5255,(2015 LH24),Amor Asteroid,57800,2.1296,0.4422,8.8154,148.6157,135.3971,185.173,1.1879,3.07,3.11,0.1879,7,22.7
5257,(2015 LM24),Apollo Asteroid,57800,1.963,0.5761,9.049,252.4607,76.8769,201.1203,0.8321,3.09,2.75,0.0332,3,23.5
5260,(2015 MC),Apollo Asteroid,57800,1.0669,0.2629,1.74,288.1078,237.5634,255.4341,0.7864,1.35,1.1,0.0102,15,24.1
5262,(2015 MX53),Amor Asteroid,57800,2.4642,0.5729,0.3136,302.8492,3.3445,144.0179,1.0525,3.88,3.87,0.0382,25,23.5
5263,(2015 MY53),Amor Asteroid,57800,2.1012,0.4896,1.7086,142.8352,138.8963,191.6077,1.0725,3.13,3.05,0.0593,15,25.4
5266,(2015 MB54),Apollo Asteroid,57800,1.3074,0.2391,2.8147,44.7182,155.3091,82.3195,0.9948,1.62,1.49,0.0231,4,24.1
5268,(2015 MP66),Amor Asteroid,57800,2.1569,0.4722,9.3496,214.8519,91.7078,177.4465,1.1384,3.18,3.17,0.1474,9,23.0
